initial_evaluation_success_rate,predictive_evaluation_success_rate,accuracy,false_positive_rate,false_negative_rate,brier_score,baseline_brier_score_XGBOOST,baseline_accuracy_XGBOOST,baseline_FP_XGBOOST,baseline_FN_XGBOOST,baseline_brier_score,baseline_accuracy,baseline_accuracy_variance,baseline_FP,baseline_FN
0.51,0.475,0.5549999999999999,0.5619047619047619,0.3157894736842105,0.2621170733962937,0.10968269129265577,0.86,0.11347517730496454,0.2033898305084746,0.2505999999999999,0.49932000000000004,0.0012362376000000005,0.5102476190476191,0.49010526315789477
