Xpos,reward_behind,reward_distance,reward_size,reward
-1,1.0,2.6941365164128737,0.7959370389594864,0.7498078588396311
0,0.5,5.3027188291737914,0.32342050387541277,-0.9973332649096847
0,0.0,8.190034042141523,1.2882318559247767,-0.9973332649096847
-1,0.0,9.628495673106206,0.887582078470345,-0.9973332649096847
0,1.0,5.3920713656365775,0.748729824727,-0.9973332649096847
1,0.0,9.59484623375157,1.060459849887693,-0.9973332649096847
0,0.0,9.7670667033694,0.16564958045166792,-0.9973332649096847
-1,0.0,9.98949026486795,1.098348763478609,-0.9973332649096847
-1,0.0,5.194025747469483,0.8728081875581893,-0.9973332649096847
1,1.0,7.50684138990596,0.037059166128516494,-0.9973332649096847
1,1.0,8.010042052642055,1.0533673832953476,-0.9973332649096847
1,0.0,9.523623552725157,0.15628114558848727,-0.9973332649096847
-1,0.5,1.9931995037928598,0.18419691743098543,-0.9973332649096847
0,0.0,7.863382452896271,1.185527598485704,-0.9973332649096847
-1,1.0,0.6286217074790894,0.07454918088196669,-0.9973332649096847
0,0.0,6.258123532757327,1.2039422693012118,-0.9973332649096847
0,0.0,7.547767793918366,0.09016959691149186,-0.9973332649096847
-1,0.5,8.532054987422624,0.5303732941403717,-0.9973332649096847
0,1.0,5.166820168012425,1.3363738528572937,-0.9973332649096847
1,0.0,8.427415910558747,0.22519571358494184,-0.9973332649096847
1,0.0,9.953929185468793,0.3145402335401818,-0.9973332649096847
1,0.0,2.2433501058158796,1.8410893525366425,1.8072482850402594
-1,0.0,1.7683155206779086,0.6167061733132211,-0.9973332649096847
0,0.5,6.065851431040804,1.676400728296476,-0.9973332649096847
0,0.0,3.874423305317284,0.5415412772356232,-0.9973332649096847
-1,0.5,1.7189431555720431,1.227402801051064,-0.9973332649096847
-1,0.0,9.612786387138378,0.7923488003617584,-0.9973332649096847
-1,0.0,6.2036889538801425,0.7325591546692772,-0.9973332649096847
1,1.0,4.386129037085736,1.4684212544909643,1.4056195002049208
-1,0.5,4.847593319610239,0.5756441638256539,-0.9973332649096847
-1,0.5,9.604968251937335,1.3542630617888618,-0.9973332649096847
0,0.5,4.258814699740598,0.2031937113096437,-0.9973332649096847
1,0.0,9.692064757740932,1.856213667458317,-0.9973332649096847
0,1.0,9.901669864742706,1.0402197678137877,-0.9973332649096847
0,0.5,2.5997472363455905,0.2465404923228766,-0.9973332649096847
-1,0.0,5.349315215781353,0.01897541120348556,-0.9973332649096847
-1,1.0,2.109145691485062,1.5442788379019439,1.5107346083968878
0,0.5,0.9459252809508693,1.1457841292869664,-0.9973332649096847
-1,0.5,3.38085306509667,1.593764264727819,-0.9973332649096847
0,1.0,9.272970991680538,0.39687546938400176,-0.9973332649096847
0,0.0,6.564650173567664,0.6860134202932873,-0.9973332649096847
-1,1.0,2.3851085103371155,1.5203149864566126,1.4841279461979866
1,1.0,9.774778435139115,1.4128250655646468,-0.9973332649096847
0,0.0,7.551810009615272,1.5193946532880167,-0.9973332649096847
-1,0.5,6.963647508147929,0.0035483524345976455,-0.9973332649096847
-1,0.5,9.830863134692573,0.2951833346436332,-0.9973332649096847
1,0.5,5.996951248760319,0.5552915459554874,-0.9973332649096847
0,0.0,4.2369915043347115,0.5433788528638775,-0.9973332649096847
-1,0.0,7.816899339464445,0.9718541146997,-0.9973332649096847
1,1.0,7.472522809721942,0.23872841540268747,-0.9973332649096847
0,1.0,1.427445495065545,0.22198351810072708,0.46750002168118954
0,0.0,7.6644144397592235,1.4752749521420883,-0.9973332649096847
0,1.0,4.014865940847161,0.8891873440531259,-0.9973332649096847
0,1.0,5.324642140268252,0.6468014439641708,-0.9973332649096847
-1,0.5,5.0999820682497825,1.4138781274116683,-0.9973332649096847
1,0.5,0.6915056469453724,0.07522958714215826,-0.9973332649096847
0,1.0,3.1983402136889776,1.2484181984374285,1.1938365511596203
-1,0.0,1.4411981251953727,0.6176533319435629,-0.9973332649096847
1,0.0,9.056500196000549,1.3909935907021045,-0.9973332649096847
0,0.5,5.756453766151242,0.48020475302281984,-0.9973332649096847
1,0.0,6.409807699814138,0.5187633241694072,-0.9973332649096847
1,0.5,9.422559608068786,1.2599000688822726,-0.9973332649096847
-1,0.5,2.118206827355303,0.03303084158854038,-0.9973332649096847
0,0.0,9.364334691723046,0.14816875176608638,-0.9973332649096847
1,1.0,1.7939638380741616,1.1807291212839304,1.1528816726058722
0,0.0,7.878995151331382,1.353977463871577,-0.9973332649096847
0,0.5,2.998507755726336,0.41123435584106854,-0.9973332649096847
0,0.0,7.301924268399653,0.03402778934163656,-0.9973332649096847
1,0.0,1.872245173734091,0.8109250881810285,0.7727808430790901
-1,0.0,2.3124868724853136,0.3525088579305457,-0.9973332649096847
1,0.5,1.3246136699268467,0.7820815277995754,-0.9973332649096847
0,1.0,2.0257255205015445,0.8593328138098243,0.8211401775479317
-1,0.5,6.83177865316173,1.4795187815300337,-0.9973332649096847
-1,0.5,9.535619475645783,1.012958566603403,-0.9973332649096847
0,1.0,5.161460024571921,0.46414551378345503,-0.9973332649096847
0,1.0,7.367713809920066,1.3103836846466905,-0.9973332649096847
1,0.0,3.1559859924574227,1.300086238859548,-0.9973332649096847
1,0.0,4.5067237853966295,1.1080221546971687,-0.9973332649096847
-1,0.5,9.933371802525523,0.5717314446187004,-0.9973332649096847
1,0.0,8.896976746607024,0.837217339081571,-0.9973332649096847
1,0.5,4.261247226631394,0.2878722170609182,-0.9973332649096847
0,0.0,4.720995443578343,0.18187093278393016,-0.9973332649096847
0,1.0,1.412538566496554,1.5747668132951806,1.5571919847279787
0,0.5,2.8420060625337626,0.5367535451284418,-0.9973332649096847
