Xpos,reward_behind,reward_distance,reward_size,reward
-1,0.9325573593386588,7.5890578073995325,2.793621025864157,2.71082756947726
-1,0.0923385947687978,8.083211796710202,5.994722834282796,4.938999702222645
-1,0.9355390708060318,13.693642791831145,2.4005839987367628,-0.9999999310821295
-1,0.20445224973151743,13.963998209323037,2.223004343127513,-0.9999999310821295
-1,0.9139620245792329,10.3862408678894,0.6506317625885939,-0.9999999310821295
-1,0.1981014890848788,13.30632883374206,2.8688421195158966,-0.9999999310821295
1,0.09280080864073792,10.904296666006056,5.825438666456686,4.918999703601003
1,0.08504421136977791,6.8319656574795005,5.257611385884409,4.873666657134891
1,0.6705280400689455,11.541056905533484,1.434067307605129,-0.9999999310821295
1,0.5331652849730171,12.380955468579025,4.194097535821738,-0.9999999310821295
-1,0.7833144726948862,10.006580152775722,2.235335970533346,1.6931007411330938
-1,0.9888610889064947,12.859408062228635,0.6879422115221148,-0.9999999310821295
1,0.2221245475353748,7.123595459812096,2.0424419563542284,-0.9999999310821295
1,0.2936141483736795,8.946090377983964,3.080811895409787,-0.9999999310821295
1,0.0836230045470262,14.293321343502694,1.2151571466505273,-0.9999999310821295
-1,0.4915731592803383,6.953581633495183,5.507466099862058,-0.9999999310821295
1,0.9565356566705222,8.718321326732234,3.657646830206072,3.380656097084284
1,0.4140559878195683,12.402401340685834,1.7705848221692393,-0.9999999310821295
-1,0.7654851044408709,6.885438692884552,2.7779859823979645,2.5032080663368106
-1,0.9445947559908133,11.48571784426694,1.2698136555544293,-0.9999999310821295
-1,0.4479801814204182,14.083154912015988,5.4687105340833595,4.046999763697386
1,0.16535419711693278,14.383822933366288,2.5767138763310204,-0.9999999310821295
-1,0.6378364840596764,7.57367652288155,2.4127122286002862,-0.9999999310821295
1,0.7509424340273372,9.465635906811661,4.296125232653298,3.474495928734541
-1,0.7527883531756042,13.991405551889095,1.9846034047076433,-0.9999999310821295
1,0.6216957202091218,7.475340770103689,0.5641805652449148,-0.9999999310821295
-1,0.3553103624164283,14.50561406440409,5.722190922888892,-0.9999999310821295
-1,0.9033795205622538,11.37627563671443,2.5889180772278335,2.1276623029261827
1,0.15292982255402876,11.418388411253645,0.5157867986713743,-0.9999999310821295
1,0.35726976000249977,14.222548782818293,0.5495439832857361,-0.9999999310821295
-1,0.269001051257828,13.569387006555676,3.928480636854915,-0.9999999310821295
-1,0.17234050834532855,7.6656538718454605,3.532287176588741,3.4194217203184962
-1,0.4643115033656371,8.458083871166675,5.629275046704399,-0.9999999310821295
1,0.9230245355464833,12.54796044834201,3.2953614566200895,-0.9999999310821295
1,0.39631328751303985,7.412605075095632,1.1834902908469058,-0.9999999310821295
1,0.860027948682888,11.080064046904049,3.30395652990163,-0.9999999310821295
1,0.2783188382102051,8.485791447557965,3.5405208827717125,-0.9999999310821295
-1,0.9695957483196745,11.268756863673534,1.003560429227918,-0.9999999310821295
1,0.2897600027395357,12.597828610691383,0.6025600915511866,-0.9999999310821295
1,0.8635418545594287,12.85053396326607,3.8712145100029822,3.570010209456086
-1,0.3619044427567548,7.8033770623163825,3.559321286947304,-0.9999999310821295
1,0.1074941291060929,8.418529378166765,5.654546784200037,4.930999702773988
1,0.6543237716895042,7.603041675774614,4.4214393921047215,4.058351487852633
-1,0.5681004619199421,8.22799249461842,2.1189771132172623,-0.9999999310821295
1,0.1616185247557571,14.479049447488418,1.8877915951367787,-0.9999999310821295
1,0.8468288014900353,8.538705952754482,2.5412364552550755,-0.9999999310821295
-1,0.9817566411866314,14.090680303668432,3.2157334284780146,-0.9999999310821295
-1,0.07002214371922233,10.633933442964771,4.676418372259803,4.5864087315276265
1,0.45528246698798536,11.020524836355726,3.834812039093317,-0.9999999310821295
-1,0.3801411726235504,11.183059862502123,1.1013483717188142,-0.9999999310821295
-1,0.4621525128552284,7.624271832882211,4.599339369985762,4.222740229219198
-1,0.6297175070215645,8.286479084276136,4.7033288481493525,4.377292826771736
-1,0.35646368012067,7.31011639043997,4.640155545563476,4.45284875202924
-1,0.6394608808799401,10.959697627551737,1.2879465338877476,-0.9999999310821295
-1,0.3245174964216432,12.688098968923544,5.586443837196429,4.169666705653071
-1,0.907815852503524,14.421762588173117,3.3750514630003208,-0.9999999310821295
-1,0.7285573975501831,12.928850833823075,0.5767336513657836,-0.9999999310821295
-1,0.5566531881951564,14.282653973013334,2.6868620531705663,-0.9999999310821295
-1,0.2945115453451176,7.919088547204726,4.028614149204857,3.480585097335279
-1,0.9261814267064536,14.309234202885651,0.6325589457341545,-0.9999999310821295
-1,0.03484772275355208,9.513906449629372,2.671815871079552,-0.9999999310821295
-1,0.5056621656768967,6.682960844830683,0.9318598005394287,-0.9999999310821295
-1,0.3341852204130513,10.51270907743028,5.7138361616972455,-0.9999999310821295
-1,0.1309968448109169,13.380670883075947,1.0796518834408346,-0.9999999310821295
-1,0.3545846907944543,14.118382129595219,2.3960515897581143,-0.9999999310821295
-1,0.9053923187086492,10.408982259442858,1.8281902756246884,1.5983621999621391
-1,0.577067630631617,7.575472344958445,3.504907488112053,3.30140268150717
-1,0.015533275550835723,11.544591969671416,5.725238206201096,4.909666654653847
-1,0.8638017946127414,8.499780815761937,2.8852199194420205,2.2143348064273596
1,0.18401020162746506,13.197398487516786,4.983050306724121,-0.9999999310821295
1,0.015872980804694237,6.9225436394817015,3.8661714737471367,3.7916384572163224
-1,0.00040202489135743313,14.802452766764008,2.696784101816339,2.3700873404741287
1,0.08225490603384444,7.840925995597163,2.5711917311017594,-0.9999999310821295
-1,0.6280761983073504,8.927398394413398,1.6522108477422093,-0.9999999310821295
-1,0.0747238983088272,6.809992480413604,3.7275833736084563,3.67185602709651
1,0.8644794300545998,9.242788473112345,4.8416991482624026,4.6395240956917405
1,0.3598161964275147,8.54184984782261,4.18933834933173,3.9411485455930233
-1,0.3173839459582769,11.786314627322563,0.6274280191074136,-0.9999999310821295
-1,0.4210747605398363,12.319847205190687,2.866359989516954,-0.9999999310821295
-1,0.343346239774423,13.279929833647817,2.006451791873988,-0.9999999310821295
1,0.7820920174026474,10.899548909044043,5.339990587098875,4.477666684426367
-1,0.8548979426974024,10.985574493624346,0.5905451803506673,-0.9999999310821295
-1,0.08354634592788313,6.876314549979558,4.9118859620252895,4.850973655469716
-1,0.5688579907047155,10.458533968031837,2.9409439320851973,-0.9999999310821295
1,0.7728504268670393,12.498298162049217,2.38478899374305,-0.9999999310821295
-1,0.18161285133076377,13.400798930624589,1.810160040151284,-0.9999999310821295
-1,0.6603318942300559,8.09271792224241,5.31228904725744,4.690999719314277
1,0.345172051155215,8.412839641419719,3.372576121746302,-0.9999999310821295
1,0.1392800503693934,11.09258878776358,3.758815278211882,-0.9999999310821295
-1,0.1108913007440292,8.14018322216246,3.068969211832811,2.965900383889675
-1,0.008912676633852978,10.796443403573969,3.2477129387338732,-0.9999999310821295
-1,0.41584871826752734,11.741823070819507,4.20231005314138,-0.9999999310821295
-1,0.8905171194363908,13.218174942252773,1.7851637658158754,-0.9999999310821295
1,0.6218062317404155,11.124086009918475,1.696245710102424,-0.9999999310821295
1,0.9880646821225272,7.729881159122419,4.0977554083390935,4.020324261859059
